Subj,Crs,Sect,Title,Start,Time,Days,Room,Lab
PHYS,D004B,12Y,PHYS SCIEN/ENG:ELCTRCTY/MAGNET,01/08/2024,10:30 AM-01:20 PM,Th,S11,Y
PHYS,D004B,12Y,PHYS SCIEN/ENG:ELCTRCTY/MAGNET,01/08/2024,09:30 AM-10:20 AM,F,ONLINE,N
PHYS,D004B,20Y,PHYS SCIEN/ENG:ELCTRCTY/MAGNET,01/08/2024,01:30 PM-02:20 PM,MTWTh,S34,N
PHYS,D004B,20Y,PHYS SCIEN/ENG:ELCTRCTY/MAGNET,01/08/2024,02:30 PM-05:20 PM,T,S17,Y
PHYS,D004B,20Y,PHYS SCIEN/ENG:ELCTRCTY/MAGNET,01/08/2024,01:30 PM-02:20 PM,F,ONLINE,N
PHYS,D004B,21Y,PHYS SCIEN/ENG:ELCTRCTY/MAGNET,01/08/2024,01:30 PM-02:20 PM,MTWTh,S34,N
PHYS,D004B,21Y,PHYS SCIEN/ENG:ELCTRCTY/MAGNET,01/08/2024,02:30 PM-05:20 PM,Th,S17,Y
PHYS,D004B,21Y,PHYS SCIEN/ENG:ELCTRCTY/MAGNET,01/08/2024,01:30 PM-02:20 PM,F,ONLINE,N
PHYS,D004B,60,PHYS SCIEN/ENG:ELCTRCTY/MAGNET,01/08/2024,05:30 PM-07:45 PM,MW,G5,N
PHYS,D004B,60,PHYS SCIEN/ENG:ELCTRCTY/MAGNET,01/08/2024,07:55 PM-10:45 PM,M,S17,Y
PHYS,D004B,61,PHYS SCIEN/ENG:ELCTRCTY/MAGNET,01/08/2024,05:30 PM-07:45 PM,MW,G5,N
PHYS,D004B,61,PHYS SCIEN/ENG:ELCTRCTY/MAGNET,01/08/2024,07:45 PM-10:45 PM,W,S17,Y
PHYS,D004C,11Y,PHYS SCI/ENG:FLUID/WAVOP/THERM,01/08/2024,09:30 AM-10:20 AM,MTWTh,S17,N
PHYS,D004C,11Y,PHYS SCI/ENG:FLUID/WAVOP/THERM,01/08/2024,09:30 AM-10:20 AM,F,ONLINE,N
PHYS,D004C,11Y,PHYS SCI/ENG:FLUID/WAVOP/THERM,01/08/2024,10:30 AM-01:20 PM,T,S17,Y
PHYS,D004C,12Y,PHYS SCI/ENG:FLUID/WAVOP/THERM,01/08/2024,01:30 PM-02:20 PM,MTWTh,S56,N
PHYS,D004C,12Y,PHYS SCI/ENG:FLUID/WAVOP/THERM,01/08/2024,02:30 PM-05:20 PM,M,S11,Y
PHYS,D004C,12Y,PHYS SCI/ENG:FLUID/WAVOP/THERM,01/08/2024,01:30 PM-02:20 PM,F,ONLINE,N
PHYS,D004C,13Y,PHYS SCI/ENG:FLUID/WAVOP/THERM,01/08/2024,01:30 PM-02:20 PM,MTWTh,S56,N
PHYS,D004C,13Y,PHYS SCI/ENG:FLUID/WAVOP/THERM,01/08/2024,02:30 PM-05:20 PM,W,S11,Y
PHYS,D004C,13Y,PHYS SCI/ENG:FLUID/WAVOP/THERM,01/08/2024,01:30 PM-02:20 PM,F,ONLINE,N
